START_ID,END_ID,corresponding_author
144664874,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1410118534,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1978283,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2654622,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
144064820,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
48888354,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2395456,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1410137287,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
144015417,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
48174487,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145061660,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2186737813,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
4244834,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2345044,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
8504175,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
3968465,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
152943696,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145345295,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1854342,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145073266,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
47746992,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
32552772,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
34024444,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1410137379,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1401282143,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
10790574,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
51403558,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
21366050,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1414102859,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
4019733,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
6845076,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2079716,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
84419869,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
6103924,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
31808306,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145394064,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
47429813,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
49576568,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
4379902,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145604360,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
3931190,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
5725804,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
5084447,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
24195448,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
47263947,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
49368223,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
143863611,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2404698,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1404856444,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
5460194,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
123107351,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1398440330,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
6346734,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
150237239,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
47178580,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
38899048,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
1949898,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
50294532,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
51914702,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
36633883,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
145511581,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
31733281,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
48348200,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
48380236,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
47713290,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
143939190,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
143865612,0c2d3b28d48426b8b72f7214a7708ba8b4efa9d6,FALSE
2660689,fa5853fdef7d2f6bb68203d187ddacbbddc63a8b,TRUE
1399205325,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,TRUE
1572944977,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
1785006,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
66969655,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
66368615,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
2605200,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
2065857867,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
144474086,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,FALSE
3456687,3569c79cf90b203325dd7b8f6c30bacc60f5d30e,TRUE
36743361,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,TRUE
2055456335,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,FALSE
1927553,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,FALSE
1506548883,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,FALSE
2391727,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,FALSE
145481009,d737e2d326519ab3ba5da17441e073ba1c7a3ef5,TRUE
1711979,d737e2d326519ab3ba5da17441e073ba1c7a3ef5,FALSE
2179772144,4ce46acc4a40038b02014c1bbce3e451586ebe05,TRUE
1399162888,0b1d429110757c1a9deb27fb8568740182dc1679,TRUE
46584000,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1713701,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1947387,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
35099275,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
144630231,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
49688447,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
7993996,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2337683,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
143674431,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2566296,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1731257,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
143958048,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2084557,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
144427183,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
3458428,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
15916544,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1382297839,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
50683764,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
14872779,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1837495,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1803797,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
3110179,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
144038008,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
46504181,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1381695766,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
121567631,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
40271958,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2452575,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
144226508,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
48086053,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
46848946,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1681016,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1743075,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2552975,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1772268,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
114702007,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2508935,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
3430022,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1681254,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
143616731,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
48468275,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1491611469,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
152423211,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2958299,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2155465038,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1720195,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2488686,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
35016672,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1784749,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
1802591,0b1d429110757c1a9deb27fb8568740182dc1679,FALSE
2155663674,040d94340f742f522ceddb31f31fb9c9b4c23cfd,TRUE
1690967,dd45dc3767230b70197420e1523dc0f1d7930f80,TRUE
1706504,dd45dc3767230b70197420e1523dc0f1d7930f80,FALSE
144632403,dd45dc3767230b70197420e1523dc0f1d7930f80,FALSE
145507543,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,TRUE
47348021,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
8606450,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
6648707,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
147015068,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
2057582064,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
2030964,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
143934208,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
144810428,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
51043865,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
2547227,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
153203822,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
1721012,0b5b33b7ea1dc12f3e9252ac1852170a6a6775bf,FALSE
6391996,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,TRUE
6307534,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
40950692,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4230536,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
5538503,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1402012502,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
39168440,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
39168440,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1777308,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144893958,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
3088847,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2115297093,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
39497753,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2027458,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4347079,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4373110,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2107517217,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2923325,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1401984320,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4011830,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
36248090,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2126470942,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2975900,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144528092,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
5307931,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
32381467,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
31909725,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144110054,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
6199292,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4324350,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
147069795,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
32145672,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144359100,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
84717638,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
5409083,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
32326419,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
32750186,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
51357334,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2194791,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2194791,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2306305,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1938854376,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4376295,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
14215968,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
51396990,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144664874,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144664874,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1410118534,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1978283,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2654622,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144064820,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
48888354,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
48888354,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2395456,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1410137287,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
144015417,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
48174487,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145061660,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145061660,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2186737813,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4244834,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2345044,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
8504175,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
3968465,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
152943696,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145345295,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1854342,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1854342,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145073266,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
47746992,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
32552772,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
34024444,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1410137379,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1401282143,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1401282143,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
10790574,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
51403558,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
21366050,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1414102859,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1414102859,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4019733,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
6845076,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2079716,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
84419869,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
6103924,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2063775514,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145394064,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
47429813,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
49576568,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
4379902,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145604360,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
3931190,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
5725804,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
5084447,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
24195448,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
24195448,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
47263947,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
49368223,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
143863611,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
143863611,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
2404698,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1404856444,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145910366,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
123107351,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1398440330,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
6346734,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1410194755,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
47178580,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
38899048,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
1949898,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
50294532,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
51914702,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
51914702,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
91066710,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
145511581,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
31733281,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
48348200,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
48380236,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
143939190,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
143865612,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,FALSE
3456687,ede0a8039a561905f40777ec2ae66c2010e3f2bc,TRUE
144366819,ede0a8039a561905f40777ec2ae66c2010e3f2bc,FALSE
49696663,ede0a8039a561905f40777ec2ae66c2010e3f2bc,FALSE
15597895,ede0a8039a561905f40777ec2ae66c2010e3f2bc,FALSE
1682100,ede0a8039a561905f40777ec2ae66c2010e3f2bc,FALSE
46201673,ede0a8039a561905f40777ec2ae66c2010e3f2bc,FALSE
144518215,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,TRUE
1561777696,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,FALSE
36743361,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,FALSE
1389036863,2968bab109c9a1660260126a07da1af4140eb6ae,TRUE
2562040,72d3ddf1f7210d7e70144bbc09f770ec411fe909,TRUE
2055466552,72d3ddf1f7210d7e70144bbc09f770ec411fe909,FALSE
1491910676,72d3ddf1f7210d7e70144bbc09f770ec411fe909,FALSE
24040678,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,TRUE
143997402,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
1483726395,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
14577774,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
1734917,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
1749012,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
2085689125,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
1740639,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
49143963,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
145689461,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
144334554,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,FALSE
134251468,8bba999de25bfb288b3f7f88e1d907aab02638b6,TRUE
17711197,8bba999de25bfb288b3f7f88e1d907aab02638b6,FALSE
144683061,8bba999de25bfb288b3f7f88e1d907aab02638b6,FALSE
144189527,8bba999de25bfb288b3f7f88e1d907aab02638b6,FALSE
47557914,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,TRUE
1784472,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,FALSE
144958605,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,FALSE
1995760767,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,FALSE
46867002,f42c69dbd792155fee6f4d2c525971f8d43f138b,TRUE
1804315,f42c69dbd792155fee6f4d2c525971f8d43f138b,FALSE
1706010,82620503cacf8ff6f8f3490e7bdf7508f1ab2021,TRUE
48982395,82620503cacf8ff6f8f3490e7bdf7508f1ab2021,FALSE
145872183,12f62537251cf8eb76fa11c59df68d2211008898,TRUE
1987744,12f62537251cf8eb76fa11c59df68d2211008898,FALSE
2087749667,12f62537251cf8eb76fa11c59df68d2211008898,FALSE
